name,domain,sector,filepath
southeastern surveying and mapping corp.,southeasternsurveying.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/southeasternsurveying.com.png
mccowngordon construction,mccowngordon.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/mccowngordon.com.png
bituminous roadways inc,bitroads.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/bitroads.com.png
miller pipeline,millerpipeline.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/millerpipeline.com.png
waiward steel lp,waiward.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/waiward.com.png
limbach company,limbachinc.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/limbachinc.com.png
owa - odenwald faserplattenwerk gmbh,owa.de,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/owa.de.png
tradeco construction,tradecostaff.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/tradecostaff.com.png
ta 2000,ta42.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ta42.com.png
pt. jaya kencana,jayakencana.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/jayakencana.com.png
parr lumber company,parr.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/parr.com.png
curtis partition corporation,curtispartition.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/curtispartition.com.png
aramark ireland,aramark.ie,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/aramark.ie.png
cramo ab,cramo.se,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/cramo.se.png
perpetuum - mere treaba!,perpetuum.ro,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/perpetuum.ro.png
jcb entrepreneurs généraux inc.,jcb.ca,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/jcb.ca.png
smoke guard,smokeguard.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/smokeguard.com.png
constructora galilea sac,galilea.com.pe,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/galilea.com.pe.png
fugro geotech (india) pvt. ltd.,fugroindia.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/fugroindia.com.png
keller,keller-uk.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/keller-uk.com.png
kitchell,kitchell.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/kitchell.com.png
tractebel - engie group,tractebel-engie.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/tractebel-engie.com.png
servus limited,servus.co.tt,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/servus.co.tt.png
o'connor sutton cronin,ocsc.ie,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ocsc.ie.png
brasgips group,brasgips.com.br,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/brasgips.com.br.png
persimmon homes,persimmonhomes.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/persimmonhomes.com.png
westwood professional services,westwoodps.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/westwoodps.com.png
agaoglu group,agaoglugroup.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/agaoglugroup.com.png
renaissance services saog,renaissance-oman.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/renaissance-oman.com.png
cromology italia,cromology.it,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/cromology.it.png
fischer a/s,fischerdanmark.dk,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/fischerdanmark.dk.png
canem systems ltd.,canem.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/canem.com.png
mark thomas (a/e),markthomas.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/markthomas.com.png
cit blaton,citblaton.be,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/citblaton.be.png
italferr s.p.a.,italferr.it,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/italferr.it.png
sachse construction,sachse.net,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/sachse.net.png
mclaren engineering group,mgmclaren.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/mgmclaren.com.png
straits construction singapore pte ltd,straitsconstruction.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/straitsconstruction.com.png
alumil s.a.,alumil.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/alumil.com.png
hubbard construction company,hubbard.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/hubbard.com.png
kesz group,kesz.hu,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/kesz.hu.png
lategan bouwer engineers,latbou.co.za,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/latbou.co.za.png
great southern wood preserving,yellawood.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/yellawood.com.png
united labor group,ulgskilledtrades.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ulgskilledtrades.com.png
performance mechanical group,performancemechanicalgroup.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/performancemechanicalgroup.com.png
hoar construction,hoar.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/hoar.com.png
f.c. dadson,fcdadson.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/fcdadson.com.png
roma isolatiesystemen,romaned.nl,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/romaned.nl.png
kempkes landmeten b.v.,landmeten.nl,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/landmeten.nl.png
groupe goyer sas,goyer.fr,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/goyer.fr.png
groupe rg,groupe-rg.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/groupe-rg.com.png
livingstone building nz,livingstonebuilding.co.nz,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/livingstonebuilding.co.nz.png
built.,built.com.au,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/built.com.au.png
the chartered institute of building (ciob),ciob.org,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ciob.org.png
porr polska infrastructure s.a.,porr.pl,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/porr.pl.png
kraus flooring,krausflooring.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/krausflooring.com.png
truebeck construction,truebeck.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/truebeck.com.png
sheridan lifts limited,sheridanlifts.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/sheridanlifts.com.png
saint-gobain cultilene,cultilene.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/cultilene.com.png
bradfords building supplies ltd,bradfords.co.uk,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/bradfords.co.uk.png
blueprint homes,blueprinthomes.com.au,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/blueprinthomes.com.au.png
sms infrastructure limited,smsl.co.in,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/smsl.co.in.png
exxcel project management,exxcel.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/exxcel.com.png
on side restoration,onside.ca,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/onside.ca.png
diamond b constructors,dbnw.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/dbnw.com.png
samsung engineering,samsungengineering.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/samsungengineering.com.png
ackerman-estvold,ackerman-estvold.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ackerman-estvold.com.png
camfil,camfil.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/camfil.com.png
initial textiles&washroom services,initial.se,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/initial.se.png
colonial parking,ecolonial.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ecolonial.com.png
nu living,nuliving.co.uk,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/nuliving.co.uk.png
casa mechanical services,casamechanical.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/casamechanical.com.png
gunton corporation | pella windows and doors,guntonpella.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/guntonpella.com.png
steel constructions,zme.by,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/zme.by.png
patriot fire protection,patriotfire.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/patriotfire.com.png
ivory properties group berhad,ivory.com.my,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ivory.com.my.png
ahmadiah contracting & tr. co.,ahmadiah.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/ahmadiah.com.png
trend windows & doors pty. ltd,trendwindows.com.au,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/trendwindows.com.au.png
clean international inc.,cleaninternational.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/cleaninternational.com.png
buildbase,buildbase.co.uk,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/buildbase.co.uk.png
the beck group,beckgroup.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/beckgroup.com.png
vixxo,vixxo.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/vixxo.com.png
promotora y desarrolladora mexicana s.a. de c.v.,prodemex.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/prodemex.com.png
poole anderson construction,pooleanderson.com,Construction & Infrastructure,/Users/armankassam/dis/ann/logo-classifier/data/logos/construction_infrastructure/pooleanderson.com.png
